assignment_id,experiment_id,user_id,variant,assigned_date,first_exposure_date
10119,2,17140,control,2024-11-20,2024-11-20
10120,2,4493,treatment,2024-11-20,2024-11-21
10121,2,27221,control,2024-11-20,2024-11-20
10122,2,19093,treatment,2024-11-20,2024-11-22
10123,2,16739,control,2024-11-20,2024-11-25
10124,2,18973,treatment,2024-11-20,2024-11-25
10125,2,40440,control,2024-11-20,2024-11-22
10126,2,10045,treatment,2024-11-20,2024-11-26
10127,2,42451,control,2024-11-20,2024-11-23
10128,2,13976,treatment,2024-11-20,2024-11-25
10129,2,18199,control,2024-11-20,2024-11-20
10130,2,13148,treatment,2024-11-20,2024-11-21
10131,2,12101,control,2024-11-20,2024-11-21
10132,2,40891,treatment,2024-11-20,2024-11-26
10133,2,22664,control,2024-11-20,2024-11-21
10134,2,15815,treatment,2024-11-20,2024-11-21
10135,2,2532,control,2024-11-20,2024-11-20
10136,2,31831,treatment,2024-11-20,2024-11-22
10137,2,27747,control,2024-11-20,2024-11-23
10138,2,5901,treatment,2024-11-20,2024-11-26
10139,2,25839,control,2024-11-20,2024-11-20
10140,2,32955,treatment,2024-11-20,2024-11-20
10141,2,12994,control,2024-11-20,2024-11-20
10142,2,4131,treatment,2024-11-20,2024-11-25
10143,2,22198,control,2024-11-20,2024-11-25
10144,2,6928,treatment,2024-11-20,2024-11-24
10145,2,38743,control,2024-11-20,2024-11-24
10146,2,31047,treatment,2024-11-20,2024-11-26
10147,2,3555,control,2024-11-20,2024-11-26
10148,2,12657,treatment,2024-11-20,2024-11-21
10149,2,23007,control,2024-11-20,2024-11-22
10150,2,2644,treatment,2024-11-20,2024-11-24
10151,2,18627,control,2024-11-20,2024-11-26
10152,2,36058,treatment,2024-11-20,2024-11-24
10153,2,4069,control,2024-11-20,2024-11-23
10154,2,34694,treatment,2024-11-20,2024-11-21
10155,2,42812,control,2024-11-20,2024-11-23
10156,2,29984,treatment,2024-11-20,2024-11-23
10157,2,14180,control,2024-11-20,2024-11-22
10158,2,24476,treatment,2024-11-20,2024-11-25
10159,2,27384,control,2024-11-20,2024-11-22
10160,2,40745,treatment,2024-11-20,2024-11-24
10161,2,26898,control,2024-11-20,2024-11-23
10162,2,16589,treatment,2024-11-20,2024-11-24
10163,2,41096,control,2024-11-20,2024-11-26
10164,2,40020,treatment,2024-11-20,2024-11-26
10165,2,20497,control,2024-11-20,2024-11-21
10166,2,13296,treatment,2024-11-20,2024-11-25
10167,2,30986,control,2024-11-20,2024-11-23
10168,2,23315,treatment,2024-11-20,2024-11-25
10169,2,30916,control,2024-11-20,2024-11-22
10170,2,32871,treatment,2024-11-20,2024-11-22
10171,2,37717,control,2024-11-20,2024-11-21
10172,2,34839,treatment,2024-11-20,2024-11-20
10173,2,12876,control,2024-11-20,2024-11-24
10174,2,7660,treatment,2024-11-20,2024-11-26
10175,2,32192,control,2024-11-20,2024-11-23
10176,2,30549,treatment,2024-11-20,2024-11-26
10177,2,23245,control,2024-11-20,2024-11-20
10178,2,4000,treatment,2024-11-20,2024-11-25
10179,2,15324,control,2024-11-20,2024-11-23
10180,2,41254,treatment,2024-11-20,2024-11-25
10181,2,42149,control,2024-11-20,2024-11-21
10182,2,6469,treatment,2024-11-20,2024-11-22
10183,2,20949,control,2024-11-20,2024-11-20
10184,2,14912,treatment,2024-11-20,2024-11-26
10185,2,40435,control,2024-11-20,2024-11-22
10186,2,12150,treatment,2024-11-20,2024-11-21
10187,2,14009,control,2024-11-20,2024-11-24
10188,2,14560,treatment,2024-11-20,2024-11-25
10189,2,37086,control,2024-11-20,2024-11-22
10190,2,41046,treatment,2024-11-20,2024-11-22
10191,2,28252,control,2024-11-20,2024-11-21
10192,2,42629,treatment,2024-11-20,2024-11-24
10193,2,32329,control,2024-11-20,2024-11-26
10194,2,28195,treatment,2024-11-20,2024-11-26
10195,2,26980,control,2024-11-20,2024-11-22
10196,2,35552,treatment,2024-11-20,2024-11-22
10197,2,11490,control,2024-11-20,2024-11-24
10198,2,9351,treatment,2024-11-20,2024-11-23
10199,2,28106,control,2024-11-20,2024-11-22
10200,2,814,treatment,2024-11-20,2024-11-20
10201,2,33400,control,2024-11-20,2024-11-25
10202,2,592,treatment,2024-11-20,2024-11-22
10203,2,11562,control,2024-11-20,2024-11-25
10204,2,6996,treatment,2024-11-20,2024-11-23
10205,2,25202,control,2024-11-20,2024-11-20
10206,2,17326,treatment,2024-11-20,2024-11-20
10207,2,14016,control,2024-11-20,2024-11-21
10208,2,2852,treatment,2024-11-20,2024-11-22
10209,2,1395,control,2024-11-20,2024-11-25
10210,2,6371,treatment,2024-11-20,2024-11-20
10211,2,19363,control,2024-11-20,2024-11-21
10212,2,7439,treatment,2024-11-20,2024-11-21
10213,2,14168,control,2024-11-20,2024-11-26
10214,2,9878,treatment,2024-11-20,2024-11-24
10215,2,42750,control,2024-11-20,2024-11-21
10216,2,31106,treatment,2024-11-20,2024-11-24
10217,2,5764,control,2024-11-20,2024-11-23
10218,2,34075,treatment,2024-11-20,2024-11-23
10219,2,8693,control,2024-11-20,2024-11-24
10220,2,3329,treatment,2024-11-20,2024-11-24
10221,2,41592,control,2024-11-20,2024-11-21
10222,2,26654,treatment,2024-11-20,2024-11-23
10223,2,23126,control,2024-11-20,2024-11-20
10224,2,34002,treatment,2024-11-20,2024-11-26
10225,2,39005,control,2024-11-20,2024-11-24
10226,2,38494,treatment,2024-11-20,2024-11-26
10227,2,33508,control,2024-11-20,2024-11-21
10228,2,41589,treatment,2024-11-20,2024-11-25
10229,2,28227,control,2024-11-20,2024-11-26
10230,2,35152,treatment,2024-11-20,2024-11-20
10231,2,18357,control,2024-11-20,2024-11-26
10232,2,14823,treatment,2024-11-20,2024-11-21
10233,2,29746,control,2024-11-20,2024-11-23
10234,2,43044,treatment,2024-11-20,2024-11-23
10235,2,9186,control,2024-11-20,2024-11-25
10236,2,16027,treatment,2024-11-20,2024-11-23
10237,2,14600,control,2024-11-20,2024-11-24
10238,2,30769,treatment,2024-11-20,2024-11-22
10239,2,40645,control,2024-11-20,2024-11-21
10240,2,18568,treatment,2024-11-20,2024-11-22
10241,2,18386,control,2024-11-20,2024-11-20
10242,2,19709,treatment,2024-11-20,2024-11-20
10243,2,3748,control,2024-11-20,2024-11-22
10244,2,30745,treatment,2024-11-20,2024-11-22
10245,2,4052,control,2024-11-20,2024-11-24
10246,2,32229,treatment,2024-11-20,2024-11-25
10247,2,16743,control,2024-11-20,2024-11-21
10248,2,29307,treatment,2024-11-20,2024-11-21
10249,2,25443,control,2024-11-20,2024-11-26
10250,2,22327,treatment,2024-11-20,2024-11-26
10251,2,37465,control,2024-11-20,2024-11-26
10252,2,37325,treatment,2024-11-20,2024-11-25
10253,2,8226,control,2024-11-20,2024-11-22
10254,2,20796,treatment,2024-11-20,2024-11-20
10255,2,35915,control,2024-11-20,2024-11-24
10256,2,24766,treatment,2024-11-20,2024-11-26
10257,2,11207,control,2024-11-20,2024-11-20
10258,2,26339,treatment,2024-11-20,2024-11-21
10259,2,37019,control,2024-11-20,2024-11-25
10260,2,28054,treatment,2024-11-20,2024-11-22
10261,2,626,control,2024-11-20,2024-11-20
10262,2,17679,treatment,2024-11-20,2024-11-22
10263,2,24623,control,2024-11-20,2024-11-25
10264,2,15025,treatment,2024-11-20,2024-11-21
10265,2,20040,control,2024-11-20,2024-11-21
10266,2,19853,treatment,2024-11-20,2024-11-23
10267,2,30297,control,2024-11-20,2024-11-22
10268,2,38501,treatment,2024-11-20,2024-11-22
10269,2,181,control,2024-11-20,2024-11-22
10270,2,36266,treatment,2024-11-20,2024-11-26
10271,2,6351,control,2024-11-20,2024-11-25
10272,2,27790,treatment,2024-11-20,2024-11-23
10273,2,33190,control,2024-11-20,2024-11-22
10274,2,2454,treatment,2024-11-20,2024-11-20
10275,2,5970,control,2024-11-20,2024-11-21
10276,2,2238,treatment,2024-11-20,2024-11-21
10277,2,10848,control,2024-11-20,2024-11-20
10278,2,21919,treatment,2024-11-20,2024-11-21
10279,2,33455,control,2024-11-20,2024-11-20
10280,2,36771,treatment,2024-11-20,2024-11-25
10281,2,29216,control,2024-11-20,2024-11-23
10282,2,24082,treatment,2024-11-20,2024-11-25
10283,2,32929,control,2024-11-20,2024-11-26
10284,2,36184,treatment,2024-11-20,2024-11-22
10285,2,16937,control,2024-11-20,2024-11-21
10286,2,25676,treatment,2024-11-20,2024-11-21
10287,2,40543,control,2024-11-20,2024-11-26
10288,2,20498,treatment,2024-11-20,2024-11-22
10289,2,1840,control,2024-11-20,2024-11-26
10290,2,25302,treatment,2024-11-20,2024-11-26
10291,2,8034,control,2024-11-20,2024-11-23
10292,2,20071,treatment,2024-11-20,2024-11-24
10293,2,2102,control,2024-11-20,2024-11-25
10294,2,7036,treatment,2024-11-20,2024-11-20
10295,2,40028,control,2024-11-20,2024-11-25
10296,2,10172,treatment,2024-11-20,2024-11-25
10297,2,21074,control,2024-11-20,2024-11-24
10298,2,39820,treatment,2024-11-20,2024-11-24
10299,2,9898,control,2024-11-20,2024-11-21
10300,2,15244,treatment,2024-11-20,2024-11-22
10301,2,10707,control,2024-11-20,2024-11-20
10302,2,182,treatment,2024-11-20,2024-11-20
10303,2,18633,control,2024-11-20,2024-11-22
10304,2,24125,treatment,2024-11-20,2024-11-23
10305,2,31758,control,2024-11-20,2024-11-24
10306,2,16060,treatment,2024-11-20,2024-11-20
10307,2,20358,control,2024-11-20,2024-11-22
10308,2,10382,treatment,2024-11-20,2024-11-25
10309,2,38162,control,2024-11-20,2024-11-23
10310,2,37458,treatment,2024-11-20,2024-11-26
10311,2,35579,control,2024-11-20,2024-11-23
10312,2,12326,treatment,2024-11-20,2024-11-26
10313,2,3542,control,2024-11-20,2024-11-26
10314,2,25568,treatment,2024-11-20,2024-11-26
10315,2,25374,control,2024-11-20,2024-11-24
10316,2,4077,treatment,2024-11-20,2024-11-25
10317,2,41791,control,2024-11-20,2024-11-22
10318,2,322,treatment,2024-11-20,2024-11-24
10319,2,33438,control,2024-11-20,2024-11-20
10320,2,3598,treatment,2024-11-20,2024-11-20
10321,2,2460,control,2024-11-20,2024-11-22
10322,2,10213,treatment,2024-11-20,2024-11-20
10323,2,40410,control,2024-11-20,2024-11-24
10324,2,14977,treatment,2024-11-20,2024-11-20
10325,2,26641,control,2024-11-20,2024-11-24
10326,2,35633,treatment,2024-11-20,2024-11-23
10327,2,35002,control,2024-11-20,2024-11-20
10328,2,42042,treatment,2024-11-20,2024-11-21
10329,2,22867,control,2024-11-20,2024-11-22
10330,2,30294,treatment,2024-11-20,2024-11-24
10331,2,42860,control,2024-11-20,2024-11-22
10332,2,10353,treatment,2024-11-20,2024-11-24
10333,2,28116,control,2024-11-20,2024-11-24
10334,2,18583,treatment,2024-11-20,2024-11-21
10335,2,28691,control,2024-11-20,2024-11-22
10336,2,23136,treatment,2024-11-20,2024-11-20
10337,2,26769,control,2024-11-20,2024-11-24
10338,2,1674,treatment,2024-11-20,2024-11-20
10339,2,30550,control,2024-11-20,2024-11-23
10340,2,23605,treatment,2024-11-20,2024-11-21
10341,2,3187,control,2024-11-20,2024-11-22
10342,2,36041,treatment,2024-11-20,2024-11-25
10343,2,32234,control,2024-11-20,2024-11-26
10344,2,12306,treatment,2024-11-20,2024-11-24
10345,2,19624,control,2024-11-20,2024-11-22
10346,2,25352,treatment,2024-11-20,2024-11-25
10347,2,31114,control,2024-11-20,2024-11-21
10348,2,19000,treatment,2024-11-20,2024-11-20
10349,2,36156,control,2024-11-20,2024-11-20
10350,2,1137,treatment,2024-11-20,2024-11-20
10351,2,33107,control,2024-11-20,2024-11-22
10352,2,9044,treatment,2024-11-20,2024-11-22
10353,2,38386,control,2024-11-20,2024-11-20
10354,2,37149,treatment,2024-11-20,2024-11-24
10355,2,21363,control,2024-11-20,2024-11-24
10356,2,21789,treatment,2024-11-20,2024-11-22
10357,2,29520,control,2024-11-20,2024-11-26
10358,2,8278,treatment,2024-11-20,2024-11-21
10359,2,336,control,2024-11-20,2024-11-25
10360,2,31469,treatment,2024-11-20,2024-11-24
10361,2,2699,control,2024-11-20,2024-11-23
10362,2,240,treatment,2024-11-20,2024-11-21
10363,2,42373,control,2024-11-20,2024-11-21
10364,2,722,treatment,2024-11-20,2024-11-21
10365,2,4791,control,2024-11-20,2024-11-23
10366,2,41973,treatment,2024-11-20,2024-11-21
10367,2,43275,control,2024-11-20,2024-11-24
10368,2,6706,treatment,2024-11-20,2024-11-20
10369,2,7806,control,2024-11-20,2024-11-24
10370,2,30785,treatment,2024-11-20,2024-11-22
10371,2,6383,control,2024-11-20,2024-11-24
10372,2,6572,treatment,2024-11-20,2024-11-24
10373,2,3146,control,2024-11-20,2024-11-21
10374,2,34973,treatment,2024-11-20,2024-11-23
10375,2,21262,control,2024-11-20,2024-11-26
10376,2,36967,treatment,2024-11-20,2024-11-26
10377,2,30712,control,2024-11-20,2024-11-26
10378,2,21267,treatment,2024-11-20,2024-11-20
10379,2,965,control,2024-11-20,2024-11-25
10380,2,33864,treatment,2024-11-20,2024-11-23
10381,2,40283,control,2024-11-20,2024-11-22
10382,2,23592,treatment,2024-11-20,2024-11-20
10383,2,14056,control,2024-11-20,2024-11-24
10384,2,22360,treatment,2024-11-20,2024-11-20
10385,2,14753,control,2024-11-20,2024-11-25
10386,2,39930,treatment,2024-11-20,2024-11-20
10387,2,13066,control,2024-11-20,2024-11-22
10388,2,36373,treatment,2024-11-20,2024-11-21
10389,2,35752,control,2024-11-20,2024-11-24
10390,2,20057,treatment,2024-11-20,2024-11-24
10391,2,1217,control,2024-11-20,2024-11-24
10392,2,36273,treatment,2024-11-20,2024-11-25
10393,2,23492,control,2024-11-20,2024-11-21
10394,2,36570,treatment,2024-11-20,2024-11-21
10395,2,27909,control,2024-11-20,2024-11-24
10396,2,38075,treatment,2024-11-20,2024-11-24
10397,2,21347,control,2024-11-20,2024-11-24
10398,2,2408,treatment,2024-11-20,2024-11-25
10399,2,31821,control,2024-11-20,2024-11-25
10400,2,14141,treatment,2024-11-20,2024-11-20
10401,2,27376,control,2024-11-20,2024-11-24
10402,2,35753,treatment,2024-11-20,2024-11-25
10403,2,32484,control,2024-11-20,2024-11-20
10404,2,33624,treatment,2024-11-20,2024-11-21
10405,2,3383,control,2024-11-20,2024-11-20
10406,2,38847,treatment,2024-11-20,2024-11-25
10407,2,7313,control,2024-11-20,2024-11-22
10408,2,35506,treatment,2024-11-20,2024-11-26
10409,2,2988,control,2024-11-20,2024-11-26
10410,2,699,treatment,2024-11-20,2024-11-22
10411,2,41306,control,2024-11-20,2024-11-20
10412,2,13861,treatment,2024-11-20,2024-11-26
10413,2,15180,control,2024-11-20,2024-11-22
10414,2,13364,treatment,2024-11-20,2024-11-24
10415,2,14513,control,2024-11-20,2024-11-21
10416,2,1529,treatment,2024-11-20,2024-11-23
10417,2,30117,control,2024-11-20,2024-11-25
10418,2,40107,treatment,2024-11-20,2024-11-26
10419,2,18692,control,2024-11-20,2024-11-26
10420,2,21486,treatment,2024-11-20,2024-11-26
10421,2,10267,control,2024-11-20,2024-11-24
10422,2,34844,treatment,2024-11-20,2024-11-20
10423,2,35465,control,2024-11-20,2024-11-21
10424,2,34696,treatment,2024-11-20,2024-11-21
10425,2,2272,control,2024-11-20,2024-11-26
10426,2,29155,treatment,2024-11-20,2024-11-25
10427,2,5996,control,2024-11-20,2024-11-25
10428,2,12612,treatment,2024-11-20,2024-11-23
10429,2,37003,control,2024-11-20,2024-11-26
10430,2,3389,treatment,2024-11-20,2024-11-23
10431,2,26796,control,2024-11-20,2024-11-22
10432,2,1389,treatment,2024-11-20,2024-11-24
10433,2,3467,control,2024-11-20,2024-11-26
10434,2,33198,treatment,2024-11-20,2024-11-26
10435,2,8061,control,2024-11-20,2024-11-21
10436,2,39549,treatment,2024-11-20,2024-11-21
10437,2,11978,control,2024-11-20,2024-11-26
10438,2,36515,treatment,2024-11-20,2024-11-20
10439,2,40393,control,2024-11-20,2024-11-26
10440,2,19206,treatment,2024-11-20,2024-11-22
10441,2,12839,control,2024-11-20,2024-11-26
10442,2,4986,treatment,2024-11-20,2024-11-25
10443,2,15876,control,2024-11-20,2024-11-23
10444,2,26574,treatment,2024-11-20,2024-11-21
10445,2,24738,control,2024-11-20,2024-11-25
10446,2,36947,treatment,2024-11-20,2024-11-23
10447,2,1442,control,2024-11-20,2024-11-21
10448,2,6594,treatment,2024-11-20,2024-11-22
10449,2,39292,control,2024-11-20,2024-11-24
10450,2,8079,treatment,2024-11-20,2024-11-23
10451,2,17863,control,2024-11-20,2024-11-25
10452,2,11560,treatment,2024-11-20,2024-11-25
10453,2,37729,control,2024-11-20,2024-11-22
10454,2,37834,treatment,2024-11-20,2024-11-24
10455,2,42285,control,2024-11-20,2024-11-24
10456,2,5102,treatment,2024-11-20,2024-11-25
10457,2,26355,control,2024-11-20,2024-11-25
10458,2,17077,treatment,2024-11-20,2024-11-21
10459,2,23876,control,2024-11-20,2024-11-22
10460,2,3765,treatment,2024-11-20,2024-11-22
10461,2,6651,control,2024-11-20,2024-11-22
10462,2,39751,treatment,2024-11-20,2024-11-24
10463,2,22015,control,2024-11-20,2024-11-20
10464,2,42232,treatment,2024-11-20,2024-11-23
10465,2,26563,control,2024-11-20,2024-11-22
10466,2,888,treatment,2024-11-20,2024-11-23
10467,2,19458,control,2024-11-20,2024-11-21
10468,2,21753,treatment,2024-11-20,2024-11-23
10469,2,19927,control,2024-11-20,2024-11-24
10470,2,20981,treatment,2024-11-20,2024-11-22
10471,2,19491,control,2024-11-20,2024-11-24
10472,2,29866,treatment,2024-11-20,2024-11-25
10473,2,6189,control,2024-11-20,2024-11-25
10474,2,9607,treatment,2024-11-20,2024-11-24
10475,2,19270,control,2024-11-20,2024-11-24
10476,2,9661,treatment,2024-11-20,2024-11-22
10477,2,37413,control,2024-11-20,2024-11-20
10478,2,2962,treatment,2024-11-20,2024-11-21
10479,2,24192,control,2024-11-20,2024-11-24
10480,2,42740,treatment,2024-11-20,2024-11-23
10481,2,31577,control,2024-11-20,2024-11-20
10482,2,39541,treatment,2024-11-20,2024-11-23
10483,2,15774,control,2024-11-20,2024-11-20
10484,2,30677,treatment,2024-11-20,2024-11-23
10485,2,40695,control,2024-11-20,2024-11-21
10486,2,41395,treatment,2024-11-20,2024-11-20
10487,2,4912,control,2024-11-20,2024-11-26
10488,2,24312,treatment,2024-11-20,2024-11-26
10489,2,14305,control,2024-11-20,2024-11-20
10490,2,42546,treatment,2024-11-20,2024-11-25
10491,2,19774,control,2024-11-20,2024-11-21
10492,2,43169,treatment,2024-11-20,2024-11-22
10493,2,15224,control,2024-11-20,2024-11-23
10494,2,13088,treatment,2024-11-20,2024-11-26
10495,2,14683,control,2024-11-20,2024-11-21
10496,2,32806,treatment,2024-11-20,2024-11-26
10497,2,10139,control,2024-11-20,2024-11-24
10498,2,14088,treatment,2024-11-20,2024-11-21
10499,2,4346,control,2024-11-20,2024-11-26
10500,2,13590,treatment,2024-11-20,2024-11-23
10501,2,3925,control,2024-11-20,2024-11-26
10502,2,26462,treatment,2024-11-20,2024-11-21
10503,2,928,control,2024-11-20,2024-11-22
10504,2,34144,treatment,2024-11-20,2024-11-22
10505,2,29608,control,2024-11-20,2024-11-25
10506,2,39914,treatment,2024-11-20,2024-11-25
10507,2,33919,control,2024-11-20,2024-11-23
10508,2,12452,treatment,2024-11-20,2024-11-24
10509,2,2317,control,2024-11-20,2024-11-25
10510,2,33055,treatment,2024-11-20,2024-11-20
10511,2,28732,control,2024-11-20,2024-11-24
10512,2,2389,treatment,2024-11-20,2024-11-20
10513,2,31313,control,2024-11-20,2024-11-24
10514,2,9091,treatment,2024-11-20,2024-11-25
10515,2,344,control,2024-11-20,2024-11-20
10516,2,29954,treatment,2024-11-20,2024-11-21
10517,2,2241,control,2024-11-20,2024-11-26
10518,2,17881,treatment,2024-11-20,2024-11-23
10519,2,7032,control,2024-11-20,2024-11-25
10520,2,27577,treatment,2024-11-20,2024-11-21
10521,2,37075,control,2024-11-20,2024-11-25
10522,2,29187,treatment,2024-11-20,2024-11-23
10523,2,22423,control,2024-11-20,2024-11-21
10524,2,5147,treatment,2024-11-20,2024-11-24
10525,2,30864,control,2024-11-20,2024-11-25
10526,2,26594,treatment,2024-11-20,2024-11-21
10527,2,19325,control,2024-11-20,2024-11-23
10528,2,36294,treatment,2024-11-20,2024-11-22
10529,2,29702,control,2024-11-20,2024-11-23
10530,2,10720,treatment,2024-11-20,2024-11-20
10531,2,33655,control,2024-11-20,2024-11-24
10532,2,37089,treatment,2024-11-20,2024-11-23
10533,2,32022,control,2024-11-20,2024-11-25
10534,2,35390,treatment,2024-11-20,2024-11-25
10535,2,21162,control,2024-11-20,2024-11-24
10536,2,34851,treatment,2024-11-20,2024-11-21
10537,2,6540,control,2024-11-20,2024-11-21
10538,2,18896,treatment,2024-11-20,2024-11-21
10539,2,4204,control,2024-11-20,2024-11-25
10540,2,42115,treatment,2024-11-20,2024-11-24
10541,2,23151,control,2024-11-20,2024-11-25
10542,2,37473,treatment,2024-11-20,2024-11-25
10543,2,7175,control,2024-11-20,2024-11-25
10544,2,23317,treatment,2024-11-20,2024-11-22
10545,2,36508,control,2024-11-20,2024-11-25
10546,2,23393,treatment,2024-11-20,2024-11-26
10547,2,14562,control,2024-11-20,2024-11-22
10548,2,30816,treatment,2024-11-20,2024-11-21
10549,2,23173,control,2024-11-20,2024-11-20
10550,2,5525,treatment,2024-11-20,2024-11-23
10551,2,30965,control,2024-11-20,2024-11-20
10552,2,22233,treatment,2024-11-20,2024-11-21
10553,2,25321,control,2024-11-20,2024-11-24
10554,2,13473,treatment,2024-11-20,2024-11-23
10555,2,26301,control,2024-11-20,2024-11-20
10556,2,12463,treatment,2024-11-20,2024-11-22
10557,2,36129,control,2024-11-20,2024-11-20
10558,2,10845,treatment,2024-11-20,2024-11-20
10559,2,14588,control,2024-11-20,2024-11-22
10560,2,13386,treatment,2024-11-20,2024-11-21
10561,2,15677,control,2024-11-20,2024-11-26
10562,2,26818,treatment,2024-11-20,2024-11-24
10563,2,282,control,2024-11-20,2024-11-21
10564,2,27486,treatment,2024-11-20,2024-11-21
10565,2,15414,control,2024-11-20,2024-11-24
10566,2,2509,treatment,2024-11-20,2024-11-23
10567,2,41700,control,2024-11-20,2024-11-26
10568,2,30818,treatment,2024-11-20,2024-11-24
10569,2,36876,control,2024-11-20,2024-11-23
10570,2,39697,treatment,2024-11-20,2024-11-23
10571,2,20167,control,2024-11-20,2024-11-25
10572,2,13790,treatment,2024-11-20,2024-11-26
10573,2,8263,control,2024-11-20,2024-11-21
10574,2,16802,treatment,2024-11-20,2024-11-20
10575,2,33565,control,2024-11-20,2024-11-24
10576,2,34082,treatment,2024-11-20,2024-11-21
10577,2,35707,control,2024-11-20,2024-11-21
10578,2,6715,treatment,2024-11-20,2024-11-23
10579,2,42533,control,2024-11-20,2024-11-20
10580,2,18754,treatment,2024-11-20,2024-11-23
10581,2,41660,control,2024-11-20,2024-11-26
10582,2,23328,treatment,2024-11-20,2024-11-22
10583,2,31111,control,2024-11-20,2024-11-22
10584,2,7773,treatment,2024-11-20,2024-11-24
10585,2,4224,control,2024-11-20,2024-11-26
10586,2,7306,treatment,2024-11-20,2024-11-20
10587,2,21602,control,2024-11-20,2024-11-24
10588,2,29445,treatment,2024-11-20,2024-11-24
10589,2,28755,control,2024-11-20,2024-11-23
10590,2,15639,treatment,2024-11-20,2024-11-21
10591,2,40714,control,2024-11-20,2024-11-26
10592,2,25769,treatment,2024-11-20,2024-11-25
10593,2,38616,control,2024-11-20,2024-11-21
10594,2,19710,treatment,2024-11-20,2024-11-25
10595,2,14132,control,2024-11-20,2024-11-21
10596,2,20278,treatment,2024-11-20,2024-11-22
10597,2,11482,control,2024-11-20,2024-11-25
10598,2,7816,treatment,2024-11-20,2024-11-22
10599,2,26305,control,2024-11-20,2024-11-20
10600,2,7971,treatment,2024-11-20,2024-11-23
10601,2,23423,control,2024-11-20,2024-11-26
10602,2,9910,treatment,2024-11-20,2024-11-24
10603,2,1867,control,2024-11-20,2024-11-21
10604,2,32074,treatment,2024-11-20,2024-11-22
10605,2,12190,control,2024-11-20,2024-11-22
10606,2,40012,treatment,2024-11-20,2024-11-26
10607,2,27919,control,2024-11-20,2024-11-20
10608,2,25369,treatment,2024-11-20,2024-11-23
10609,2,20051,control,2024-11-20,2024-11-23
10610,2,35772,treatment,2024-11-20,2024-11-22
10611,2,12110,control,2024-11-20,2024-11-20
10612,2,24905,treatment,2024-11-20,2024-11-26
10613,2,32288,control,2024-11-20,2024-11-20
10614,2,39654,treatment,2024-11-20,2024-11-20
10615,2,41686,control,2024-11-20,2024-11-25
10616,2,1633,treatment,2024-11-20,2024-11-21
10617,2,21836,control,2024-11-20,2024-11-21
10618,2,20214,treatment,2024-11-20,2024-11-26
10619,2,27116,control,2024-11-20,2024-11-25
10620,2,24531,treatment,2024-11-20,2024-11-26
10621,2,25200,control,2024-11-20,2024-11-20
10622,2,14982,treatment,2024-11-20,2024-11-22
10623,2,24824,control,2024-11-20,2024-11-22
10624,2,34267,treatment,2024-11-20,2024-11-22
10625,2,36123,control,2024-11-20,2024-11-23
10626,2,4073,treatment,2024-11-20,2024-11-22
10627,2,30207,control,2024-11-20,2024-11-23
10628,2,1917,treatment,2024-11-20,2024-11-26
10629,2,25048,control,2024-11-20,2024-11-25
10630,2,26929,treatment,2024-11-20,2024-11-26
10631,2,33135,control,2024-11-20,2024-11-25
10632,2,3554,treatment,2024-11-20,2024-11-26
10633,2,29241,control,2024-11-20,2024-11-24
10634,2,17833,treatment,2024-11-20,2024-11-22
10635,2,33940,control,2024-11-20,2024-11-26
10636,2,8593,treatment,2024-11-20,2024-11-25
10637,2,14359,control,2024-11-20,2024-11-24
10638,2,28387,treatment,2024-11-20,2024-11-25
10639,2,23372,control,2024-11-20,2024-11-25
10640,2,23763,treatment,2024-11-20,2024-11-23
10641,2,25365,control,2024-11-20,2024-11-24
10642,2,4679,treatment,2024-11-20,2024-11-25
10643,2,23817,control,2024-11-20,2024-11-23
10644,2,24433,treatment,2024-11-20,2024-11-24
10645,2,12622,control,2024-11-20,2024-11-26
10646,2,18519,treatment,2024-11-20,2024-11-24
10647,2,40045,control,2024-11-20,2024-11-21
10648,2,25312,treatment,2024-11-20,2024-11-24
10649,2,5758,control,2024-11-20,2024-11-26
10650,2,7232,treatment,2024-11-20,2024-11-21
10651,2,35954,control,2024-11-20,2024-11-23
10652,2,28841,treatment,2024-11-20,2024-11-25
10653,2,4445,control,2024-11-20,2024-11-25
10654,2,21644,treatment,2024-11-20,2024-11-21
10655,2,34165,control,2024-11-20,2024-11-25
10656,2,11054,treatment,2024-11-20,2024-11-22
10657,2,30434,control,2024-11-20,2024-11-24
10658,2,34699,treatment,2024-11-20,2024-11-25
10659,2,36606,control,2024-11-20,2024-11-24
10660,2,33591,treatment,2024-11-20,2024-11-24
10661,2,1141,control,2024-11-20,2024-11-21
10662,2,14728,treatment,2024-11-20,2024-11-21
10663,2,17680,control,2024-11-20,2024-11-20
10664,2,3689,treatment,2024-11-20,2024-11-24
10665,2,2954,control,2024-11-20,2024-11-21
10666,2,38488,treatment,2024-11-20,2024-11-23
10667,2,29855,control,2024-11-20,2024-11-21
10668,2,40073,treatment,2024-11-20,2024-11-21
10669,2,32071,control,2024-11-20,2024-11-25
10670,2,18446,treatment,2024-11-20,2024-11-22
10671,2,41062,control,2024-11-20,2024-11-26
10672,2,14853,treatment,2024-11-20,2024-11-23
10673,2,35929,control,2024-11-20,2024-11-22
10674,2,26040,treatment,2024-11-20,2024-11-26
10675,2,29843,control,2024-11-20,2024-11-22
10676,2,8450,treatment,2024-11-20,2024-11-22
10677,2,27462,control,2024-11-20,2024-11-23
