order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
39067,24192,230,1,8.34,0.83,7.51
39068,24193,312,1,22.19,2.22,19.97
39069,24193,289,1,44.84,4.48,40.36
39070,24194,279,1,64.01,0.0,64.01
39071,24194,2,1,5.99,0.0,5.99
39072,24194,475,1,158.92,0.0,158.92
39073,24195,368,1,55.85,5.59,50.26
39074,24196,157,1,27.75,2.78,24.97
39075,24197,476,1,12.4,0.0,12.4
39076,24198,216,1,13.19,0.0,13.19
39077,24199,330,1,12.26,1.23,11.03
39078,24200,407,1,30.61,0.0,30.61
39079,24201,316,1,72.89,0.0,72.89
39080,24202,43,1,55.12,5.51,49.61
39081,24203,266,1,10.77,1.08,9.69
39082,24203,114,1,18.13,1.81,16.32
39083,24204,77,1,77.28,7.73,69.55
39084,24205,420,1,130.98,0.0,130.98
39085,24205,69,1,29.35,0.0,29.35
39086,24206,233,2,13.07,0.0,26.14
39087,24206,184,1,20.13,0.0,20.13
39088,24207,500,1,31.96,0.0,31.96
39089,24208,366,1,10.82,0.0,10.82
39090,24209,95,1,42.49,0.0,42.49
39091,24210,124,1,36.78,0.0,36.78
39092,24210,73,1,45.29,0.0,45.29
39093,24211,296,1,34.53,3.45,31.08
39094,24212,451,1,7.2,0.72,6.48
39095,24212,28,1,24.6,2.46,22.14
39096,24213,89,2,39.4,0.0,78.8
39097,24213,246,1,26.99,0.0,26.99
39098,24214,218,1,70.26,0.0,70.26
39099,24214,22,1,14.64,0.0,14.64
39100,24215,200,1,25.68,0.0,25.68
39101,24216,118,1,144.01,0.0,144.01
39102,24217,100,1,22.53,0.0,22.53
39103,24217,401,1,33.2,0.0,33.2
39104,24217,118,1,144.01,0.0,144.01
39105,24218,316,1,72.89,0.0,72.89
39106,24218,363,1,34.8,0.0,34.8
39107,24219,348,1,105.22,0.0,105.22
39108,24219,82,1,43.63,0.0,43.63
39109,24220,264,1,44.68,0.0,44.68
39110,24221,445,2,16.63,0.0,33.26
39111,24221,172,1,23.89,0.0,23.89
39112,24222,137,1,46.52,0.0,46.52
39113,24223,248,1,69.37,6.94,62.43
39114,24224,20,1,73.8,0.0,73.8
39115,24225,497,2,5.99,0.0,11.98
39116,24225,271,1,108.14,0.0,108.14
39117,24226,133,2,33.95,0.0,67.9
39118,24227,495,1,11.0,1.1,9.9
39119,24228,411,2,26.83,0.0,53.66
39120,24229,486,1,18.73,1.87,16.86
39121,24230,140,1,15.1,1.51,13.59
39122,24231,166,1,89.65,0.0,89.65
39123,24232,163,1,12.97,0.0,12.97
39124,24233,311,1,38.95,3.9,35.05
39125,24234,139,1,56.44,5.64,50.8
39126,24234,79,1,34.16,3.42,30.74
39127,24235,438,1,5.99,0.0,5.99
39128,24236,246,1,26.99,0.0,26.99
39129,24237,17,1,63.16,0.0,63.16
39130,24237,470,1,112.78,0.0,112.78
39131,24237,201,1,16.55,0.0,16.55
39132,24238,138,2,7.03,1.41,12.65
39133,24239,84,1,92.75,0.0,92.75
39134,24239,254,1,14.88,0.0,14.88
39135,24239,428,1,74.83,0.0,74.83
39136,24240,340,1,29.28,0.0,29.28
39137,24240,414,1,29.02,0.0,29.02
39138,24241,467,1,44.36,0.0,44.36
39139,24241,455,1,9.21,0.0,9.21
39140,24242,402,1,18.18,0.0,18.18
39141,24243,346,2,14.05,0.0,28.1
39142,24243,313,1,48.82,0.0,48.82
39143,24244,268,1,25.99,2.6,23.39
39144,24244,131,1,22.38,2.24,20.14
39145,24244,25,1,69.73,6.97,62.76
39146,24245,174,2,25.81,0.0,51.62
39147,24245,416,1,34.79,0.0,34.79
39148,24246,136,1,43.35,4.33,39.02
39149,24246,274,1,30.33,3.03,27.3
39150,24247,62,1,139.5,0.0,139.5
39151,24248,473,1,60.35,0.0,60.35
39152,24248,156,1,32.79,0.0,32.79
39153,24249,90,1,28.17,0.0,28.17
39154,24250,456,1,18.0,1.8,16.2
39155,24251,239,1,45.9,0.0,45.9
39156,24251,244,1,32.19,0.0,32.19
39157,24252,53,1,97.56,0.0,97.56
39158,24253,282,1,23.77,0.0,23.77
39159,24254,228,1,44.98,4.5,40.48
39160,24255,480,1,11.5,1.15,10.35
39161,24255,152,1,59.11,5.91,53.2
39162,24256,208,1,27.5,0.0,27.5
39163,24257,168,1,5.99,0.0,5.99
39164,24257,74,1,7.93,0.0,7.93
39165,24258,382,1,53.45,0.0,53.45
39166,24259,373,1,38.26,0.0,38.26
39167,24259,485,1,19.31,0.0,19.31
39168,24260,487,2,16.39,0.0,32.78
39169,24261,178,1,48.57,4.86,43.71
39170,24261,411,1,26.83,2.68,24.15
39171,24262,392,1,13.17,0.0,13.17
39172,24263,206,1,28.91,2.89,26.02
39173,24264,130,1,24.79,0.0,24.79
39174,24264,183,2,117.99,0.0,235.98
39175,24265,86,1,29.79,0.0,29.79
39176,24265,31,1,26.06,0.0,26.06
39177,24266,265,1,54.9,5.49,49.41
39178,24267,115,1,16.19,1.62,14.57
39179,24268,150,1,41.39,4.14,37.25
39180,24269,246,1,26.99,0.0,26.99
39181,24269,395,2,35.28,0.0,70.56
39182,24270,155,1,6.91,0.0,6.91
39183,24270,110,1,45.46,0.0,45.46
39184,24271,125,1,44.36,4.44,39.92
39185,24272,180,1,45.23,0.0,45.23
39186,24272,138,1,7.03,0.0,7.03
39187,24273,484,2,19.68,0.0,39.36
39188,24274,284,1,33.19,0.0,33.19
39189,24275,268,1,25.99,2.6,23.39
39190,24275,324,1,18.0,1.8,16.2
39191,24275,93,1,22.13,2.21,19.92
39192,24276,110,2,45.46,0.0,90.92
39193,24276,83,1,44.85,0.0,44.85
39194,24277,329,1,46.99,0.0,46.99
39195,24277,314,1,21.71,0.0,21.71
39196,24278,366,1,10.82,0.0,10.82
39197,24278,361,1,29.34,0.0,29.34
39198,24279,404,2,28.58,0.0,57.16
39199,24279,122,1,134.69,0.0,134.69
39200,24280,91,1,20.86,2.09,18.77
39201,24280,55,1,38.95,3.9,35.05
39202,24281,429,2,75.5,15.1,135.9
39203,24282,384,2,13.77,0.0,27.54
39204,24283,419,1,33.22,0.0,33.22
39205,24284,174,1,25.81,0.0,25.81
39206,24284,338,1,36.4,0.0,36.4
39207,24285,55,1,38.95,0.0,38.95
39208,24286,347,1,47.66,4.77,42.89
39209,24286,342,1,22.98,2.3,20.68
39210,24286,268,2,25.99,5.2,46.78
39211,24287,42,1,59.86,5.99,53.87
39212,24288,413,1,100.02,0.0,100.02
39213,24288,493,1,18.71,0.0,18.71
39214,24289,234,1,18.73,0.0,18.73
39215,24290,4,1,15.83,0.0,15.83
39216,24291,263,1,59.65,0.0,59.65
39217,24291,75,1,30.02,0.0,30.02
39218,24292,366,1,10.82,0.0,10.82
39219,24292,383,2,50.19,0.0,100.38
39220,24293,429,1,75.5,7.55,67.95
39221,24293,156,1,32.79,3.28,29.51
39222,24293,470,1,112.78,11.28,101.5
39223,24294,188,2,35.02,7.0,63.04
39224,24294,467,1,44.36,4.44,39.92
39225,24295,202,1,36.43,3.64,32.79
39226,24295,157,1,27.75,2.78,24.97
39227,24296,40,1,89.99,9.0,80.99
39228,24297,100,1,22.53,0.0,22.53
39229,24297,397,1,24.8,0.0,24.8
39230,24297,76,1,73.45,0.0,73.45
39231,24298,440,1,12.81,0.0,12.81
39232,24298,275,1,43.91,0.0,43.91
39233,24299,99,1,13.31,1.33,11.98
39234,24299,106,1,33.94,3.39,30.55
39235,24300,233,1,13.07,1.31,11.76
39236,24301,286,1,56.6,0.0,56.6
39237,24302,137,1,46.52,0.0,46.52
39238,24302,157,1,27.75,0.0,27.75
39239,24302,339,1,47.27,0.0,47.27
39240,24303,38,1,55.24,0.0,55.24
39241,24304,74,1,7.93,0.0,7.93
39242,24304,242,1,14.85,0.0,14.85
39243,24305,313,1,48.82,0.0,48.82
39244,24306,76,1,73.45,0.0,73.45
39245,24306,41,1,55.05,0.0,55.05
39246,24307,427,1,24.35,0.0,24.35
39247,24308,444,1,15.06,0.0,15.06
39248,24308,14,1,41.37,0.0,41.37
39249,24309,202,1,36.43,3.64,32.79
39250,24309,347,1,47.66,4.77,42.89
39251,24310,462,1,17.46,1.75,15.71
39252,24310,464,1,32.83,3.28,29.55
39253,24311,65,1,40.41,0.0,40.41
39254,24312,170,1,17.01,1.7,15.31
39255,24313,429,1,75.5,0.0,75.5
39256,24313,122,1,134.69,0.0,134.69
39257,24314,328,1,15.42,1.54,13.88
39258,24314,316,1,72.89,7.29,65.6
39259,24315,327,1,51.11,5.11,46.0
39260,24316,496,1,7.78,0.0,7.78
39261,24316,367,1,9.63,0.0,9.63
39262,24317,3,1,10.0,1.0,9.0
39263,24318,413,1,100.02,10.0,90.02
39264,24318,13,1,28.5,2.85,25.65
39265,24319,108,1,87.47,0.0,87.47
39266,24319,443,1,9.92,0.0,9.92
39267,24320,25,1,69.73,0.0,69.73
39268,24321,338,1,36.4,0.0,36.4
39269,24321,497,1,5.99,0.0,5.99
39270,24322,88,1,25.65,0.0,25.65
39271,24322,73,1,45.29,0.0,45.29
39272,24323,447,1,139.97,0.0,139.97
39273,24323,359,1,104.4,0.0,104.4
39274,24324,136,1,43.35,0.0,43.35
39275,24324,207,1,46.11,0.0,46.11
39276,24325,199,1,7.35,0.73,6.62
39277,24326,215,1,53.07,0.0,53.07
39278,24327,32,1,14.7,0.0,14.7
39279,24328,361,1,29.34,2.93,26.41
39280,24328,225,1,24.91,2.49,22.42
39281,24329,462,2,17.46,3.49,31.43
39282,24330,145,1,64.38,0.0,64.38
39283,24331,125,1,44.36,0.0,44.36
39284,24331,299,1,54.37,0.0,54.37
39285,24331,147,1,23.91,0.0,23.91
39286,24332,267,1,43.16,0.0,43.16
39287,24333,76,1,73.45,0.0,73.45
39288,24333,496,2,7.78,0.0,15.56
39289,24334,432,2,41.19,0.0,82.38
39290,24334,449,1,24.76,0.0,24.76
39291,24335,102,1,13.07,1.31,11.76
39292,24336,495,1,11.0,0.0,11.0
39293,24336,87,1,12.24,0.0,12.24
39294,24337,325,1,16.65,0.0,16.65
39295,24338,425,2,57.52,11.5,103.54
39296,24339,207,1,46.11,4.61,41.5
39297,24340,171,1,21.2,0.0,21.2
39298,24340,363,1,34.8,0.0,34.8
39299,24341,477,1,15.78,0.0,15.78
39300,24341,16,1,61.7,0.0,61.7
39301,24342,145,1,64.38,0.0,64.38
39302,24343,443,1,9.92,0.0,9.92
39303,24344,486,1,18.73,0.0,18.73
39304,24345,129,1,71.89,0.0,71.89
39305,24346,116,1,25.51,0.0,25.51
39306,24346,69,1,29.35,0.0,29.35
39307,24346,378,2,72.16,0.0,144.32
39308,24346,416,1,34.79,0.0,34.79
39309,24347,50,2,132.05,26.41,237.69
39310,24347,389,1,64.86,6.49,58.37
39311,24348,191,1,45.5,0.0,45.5
39312,24349,239,1,45.9,4.59,41.31
39313,24350,334,2,11.0,0.0,22.0
39314,24351,140,1,15.1,0.0,15.1
39315,24352,330,1,12.26,1.23,11.03
39316,24353,452,1,30.16,0.0,30.16
39317,24354,237,1,199.21,0.0,199.21
39318,24354,385,1,58.01,0.0,58.01
39319,24355,237,1,199.21,0.0,199.21
39320,24356,399,1,15.02,0.0,15.02
39321,24356,143,1,35.42,0.0,35.42
39322,24357,316,1,72.89,7.29,65.6
39323,24357,290,2,12.33,2.47,22.19
39324,24357,254,1,14.88,1.49,13.39
39325,24358,89,1,39.4,0.0,39.4
39326,24358,121,1,34.07,0.0,34.07
39327,24359,381,1,54.12,0.0,54.12
39328,24359,421,1,5.99,0.0,5.99
39329,24360,301,1,42.64,0.0,42.64
39330,24360,229,1,5.99,0.0,5.99
39331,24360,15,1,37.58,0.0,37.58
39332,24361,177,1,16.61,1.66,14.95
39333,24361,351,1,13.58,1.36,12.22
39334,24362,391,1,26.65,0.0,26.65
39335,24363,189,1,14.0,0.0,14.0
39336,24364,19,1,5.99,0.0,5.99
39337,24364,140,1,15.1,0.0,15.1
39338,24365,134,1,41.38,0.0,41.38
39339,24366,71,1,12.18,0.0,12.18
39340,24367,434,1,57.87,0.0,57.87
39341,24367,189,1,14.0,0.0,14.0
39342,24368,383,2,50.19,0.0,100.38
39343,24368,82,2,43.63,0.0,87.26
39344,24369,449,2,24.76,4.95,44.57
39345,24369,322,1,57.91,5.79,52.12
39346,24370,165,1,41.73,0.0,41.73
39347,24370,353,1,9.26,0.0,9.26
39348,24371,86,1,29.79,0.0,29.79
39349,24371,377,1,49.19,0.0,49.19
39350,24372,473,1,60.35,6.04,54.31
39351,24372,205,1,149.27,14.93,134.34
39352,24372,154,1,7.29,0.73,6.56
39353,24373,116,1,25.51,0.0,25.51
39354,24373,214,1,42.42,0.0,42.42
39355,24374,129,1,71.89,0.0,71.89
39356,24374,384,1,13.77,0.0,13.77
39357,24375,242,2,14.85,0.0,29.7
39358,24376,403,1,27.42,0.0,27.42
39359,24376,422,1,6.68,0.0,6.68
39360,24377,286,1,56.6,0.0,56.6
39361,24378,215,1,53.07,5.31,47.76
39362,24378,231,1,47.53,4.75,42.78
39363,24378,213,1,123.71,12.37,111.34
39364,24379,364,1,36.17,0.0,36.17
39365,24379,260,1,47.98,0.0,47.98
39366,24379,477,1,15.78,0.0,15.78
39367,24380,451,1,7.2,0.0,7.2
39368,24381,428,1,74.83,7.48,67.35
39369,24382,116,1,25.51,0.0,25.51
39370,24383,53,1,97.56,9.76,87.8
39371,24383,299,1,54.37,5.44,48.93
39372,24384,431,1,71.53,0.0,71.53
39373,24384,481,1,22.44,0.0,22.44
39374,24385,72,1,49.85,0.0,49.85
39375,24385,22,1,14.64,0.0,14.64
39376,24386,218,2,70.26,14.05,126.47
39377,24386,145,1,64.38,6.44,57.94
39378,24387,24,2,35.85,0.0,71.7
39379,24387,488,1,205.47,0.0,205.47
39380,24388,190,2,18.15,0.0,36.3
39381,24388,281,1,18.48,0.0,18.48
39382,24389,13,1,28.5,0.0,28.5
39383,24390,31,1,26.06,2.61,23.45
39384,24390,415,1,92.83,9.28,83.55
39385,24391,481,1,22.44,2.24,20.2
39386,24391,449,1,24.76,2.48,22.28
39387,24392,194,1,72.96,0.0,72.96
39388,24393,300,1,43.46,0.0,43.46
39389,24393,481,1,22.44,0.0,22.44
39390,24393,112,2,13.43,0.0,26.86
39391,24394,5,1,106.59,10.66,95.93
39392,24395,318,1,63.09,0.0,63.09
39393,24396,332,1,36.15,3.62,32.53
39394,24397,330,1,12.26,0.0,12.26
39395,24397,151,1,14.79,0.0,14.79
39396,24397,481,1,22.44,0.0,22.44
39397,24398,186,1,27.65,2.77,24.88
39398,24399,155,1,6.91,0.69,6.22
39399,24400,83,1,44.85,4.49,40.36
39400,24401,364,1,36.17,3.62,32.55
39401,24401,69,1,29.35,2.94,26.41
39402,24402,294,1,14.35,0.0,14.35
39403,24402,202,1,36.43,0.0,36.43
39404,24403,288,1,60.64,6.06,54.58
39405,24404,488,1,205.47,20.55,184.92
39406,24404,253,2,54.24,10.85,97.63
39407,24405,464,1,32.83,0.0,32.83
39408,24406,377,1,49.19,0.0,49.19
39409,24407,15,1,37.58,0.0,37.58
39410,24407,393,2,27.32,0.0,54.64
39411,24408,128,1,18.81,0.0,18.81
39412,24409,346,1,14.05,0.0,14.05
39413,24410,475,1,158.92,15.89,143.03
39414,24410,155,1,6.91,0.69,6.22
39415,24411,135,1,33.49,0.0,33.49
39416,24412,163,1,12.97,0.0,12.97
39417,24412,446,1,236.5,0.0,236.5
39418,24413,6,1,41.52,0.0,41.52
39419,24414,288,2,60.64,12.13,109.15
39420,24414,303,1,54.21,5.42,48.79
39421,24415,97,1,40.26,0.0,40.26
39422,24415,321,1,72.18,0.0,72.18
39423,24416,88,2,25.65,0.0,51.3
39424,24416,283,1,54.99,0.0,54.99
39425,24417,342,1,22.98,2.3,20.68
39426,24418,200,1,25.68,0.0,25.68
39427,24418,458,1,44.39,0.0,44.39
39428,24419,212,1,84.12,0.0,84.12
39429,24420,373,1,38.26,3.83,34.43
39430,24421,12,1,51.37,0.0,51.37
39431,24422,336,1,37.33,0.0,37.33
39432,24423,104,1,7.47,0.75,6.72
39433,24423,462,1,17.46,1.75,15.71
39434,24424,101,1,104.61,0.0,104.61
39435,24425,180,1,45.23,0.0,45.23
39436,24425,245,1,11.11,0.0,11.11
39437,24425,15,1,37.58,0.0,37.58
39438,24426,210,1,33.28,0.0,33.28
39439,24427,457,1,37.3,0.0,37.3
39440,24427,334,2,11.0,0.0,22.0
39441,24428,199,1,7.35,0.0,7.35
39442,24428,401,1,33.2,0.0,33.2
39443,24429,267,1,43.16,0.0,43.16
39444,24429,128,1,18.81,0.0,18.81
39445,24430,48,1,11.9,1.19,10.71
39446,24430,486,1,18.73,1.87,16.86
39447,24431,80,1,16.84,0.0,16.84
39448,24432,288,1,60.64,0.0,60.64
39449,24432,438,1,5.99,0.0,5.99
39450,24433,311,1,38.95,0.0,38.95
39451,24434,424,1,33.5,0.0,33.5
39452,24434,352,1,27.57,0.0,27.57
39453,24434,406,1,136.6,0.0,136.6
39454,24434,474,2,155.56,0.0,311.12
39455,24435,52,2,40.62,0.0,81.24
39456,24436,413,1,100.02,0.0,100.02
39457,24436,64,1,33.42,0.0,33.42
39458,24437,63,1,67.72,6.77,60.95
39459,24438,431,1,71.53,0.0,71.53
39460,24438,227,1,5.99,0.0,5.99
39461,24439,272,1,139.14,0.0,139.14
39462,24439,34,2,138.12,0.0,276.24
39463,24440,94,1,20.04,2.0,18.04
39464,24441,319,1,56.94,5.69,51.25
39465,24441,498,1,12.73,1.27,11.46
39466,24442,269,1,22.51,0.0,22.51
39467,24442,3,2,10.0,0.0,20.0
39468,24443,135,2,33.49,6.7,60.28
39469,24444,141,1,10.45,1.04,9.41
39470,24445,331,1,28.13,0.0,28.13
39471,24446,227,1,5.99,0.6,5.39
39472,24446,262,1,39.79,3.98,35.81
39473,24446,265,1,54.9,5.49,49.41
39474,24447,50,1,132.05,0.0,132.05
39475,24448,408,1,27.25,0.0,27.25
39476,24449,309,2,76.43,15.29,137.57
39477,24450,78,1,75.24,0.0,75.24
39478,24451,164,1,13.81,1.38,12.43
39479,24452,163,1,12.97,0.0,12.97
39480,24453,204,2,28.99,0.0,57.98
39481,24453,332,2,36.15,0.0,72.3
39482,24454,95,1,42.49,0.0,42.49
39483,24455,80,1,16.84,0.0,16.84
39484,24456,117,1,103.75,0.0,103.75
39485,24457,439,1,10.65,0.0,10.65
39486,24458,112,1,13.43,0.0,13.43
39487,24459,426,2,48.35,9.67,87.03
39488,24459,380,2,81.78,16.36,147.2
39489,24460,394,1,35.93,3.59,32.34
39490,24461,146,1,11.32,0.0,11.32
39491,24462,193,2,20.13,0.0,40.26
39492,24462,474,2,155.56,0.0,311.12
39493,24463,290,2,12.33,0.0,24.66
39494,24464,417,1,34.12,0.0,34.12
39495,24465,424,1,33.5,0.0,33.5
39496,24466,82,1,43.63,4.36,39.27
39497,24467,84,2,92.75,0.0,185.5
39498,24467,268,1,25.99,0.0,25.99
39499,24467,358,2,20.71,0.0,41.42
39500,24468,93,1,22.13,2.21,19.92
39501,24468,438,1,5.99,0.6,5.39
39502,24468,500,1,31.96,3.2,28.76
39503,24469,169,1,8.47,0.0,8.47
39504,24470,418,1,30.84,0.0,30.84
39505,24471,320,1,15.43,1.54,13.89
39506,24471,19,1,5.99,0.6,5.39
39507,24472,99,1,13.31,0.0,13.31
39508,24472,263,1,59.65,0.0,59.65
39509,24472,337,1,46.01,0.0,46.01
39510,24473,446,1,236.5,0.0,236.5
39511,24474,275,1,43.91,0.0,43.91
39512,24475,146,1,11.32,0.0,11.32
39513,24475,233,1,13.07,0.0,13.07
39514,24475,407,2,30.61,0.0,61.22
39515,24476,195,1,83.6,8.36,75.24
39516,24477,340,2,29.28,5.86,52.7
39517,24478,236,1,22.48,0.0,22.48
39518,24479,283,1,54.99,0.0,54.99
39519,24480,500,1,31.96,0.0,31.96
39520,24481,404,1,28.58,0.0,28.58
39521,24481,23,1,7.48,0.0,7.48
39522,24482,320,1,15.43,0.0,15.43
39523,24483,38,1,55.24,5.52,49.72
39524,24483,71,1,12.18,1.22,10.96
39525,24483,335,1,107.51,10.75,96.76
39526,24484,471,1,74.14,7.41,66.73
39527,24484,165,1,41.73,4.17,37.56
39528,24484,365,1,23.89,2.39,21.5
39529,24485,222,1,49.04,0.0,49.04
39530,24486,452,1,30.16,3.02,27.14
39531,24487,431,1,71.53,7.15,64.38
39532,24488,213,1,123.71,0.0,123.71
39533,24489,11,1,34.7,0.0,34.7
39534,24489,87,1,12.24,0.0,12.24
39535,24489,266,1,10.77,0.0,10.77
39536,24490,37,1,65.63,0.0,65.63
39537,24490,484,1,19.68,0.0,19.68
39538,24490,500,1,31.96,0.0,31.96
39539,24491,497,1,5.99,0.0,5.99
39540,24491,37,1,65.63,0.0,65.63
39541,24492,59,2,11.68,2.34,21.02
39542,24493,283,1,54.99,0.0,54.99
39543,24493,239,2,45.9,0.0,91.8
39544,24493,424,1,33.5,0.0,33.5
39545,24493,445,1,16.63,0.0,16.63
39546,24494,458,1,44.39,4.44,39.95
39547,24495,419,1,33.22,3.32,29.9
39548,24496,383,1,50.19,5.02,45.17
39549,24496,133,1,33.95,3.4,30.55
39550,24497,379,2,89.44,17.89,160.99
39551,24497,437,1,107.59,10.76,96.83
39552,24498,165,1,41.73,0.0,41.73
39553,24499,135,1,33.49,0.0,33.49
39554,24499,63,1,67.72,0.0,67.72
39555,24500,322,1,57.91,0.0,57.91
39556,24500,109,1,5.99,0.0,5.99
39557,24501,103,1,6.09,0.61,5.48
39558,24502,184,1,20.13,0.0,20.13
39559,24503,411,2,26.83,0.0,53.66
39560,24503,11,1,34.7,0.0,34.7
39561,24503,128,1,18.81,0.0,18.81
39562,24504,23,2,7.48,1.5,13.46
39563,24504,59,1,11.68,1.17,10.51
39564,24505,460,1,11.51,0.0,11.51
39565,24506,251,1,30.42,0.0,30.42
39566,24506,196,1,104.48,0.0,104.48
39567,24507,312,1,22.19,0.0,22.19
39568,24508,17,1,63.16,0.0,63.16
39569,24508,278,1,36.77,0.0,36.77
39570,24509,90,2,28.17,0.0,56.34
39571,24509,114,1,18.13,0.0,18.13
39572,24509,224,1,41.74,0.0,41.74
39573,24510,304,1,6.13,0.0,6.13
39574,24510,312,1,22.19,0.0,22.19
39575,24511,11,1,34.7,3.47,31.23
39576,24511,416,2,34.79,6.96,62.62
39577,24512,239,1,45.9,0.0,45.9
39578,24513,372,2,62.55,12.51,112.59
39579,24514,409,1,6.18,0.0,6.18
39580,24514,121,1,34.07,0.0,34.07
39581,24515,470,1,112.78,0.0,112.78
39582,24516,33,1,170.55,0.0,170.55
39583,24516,315,1,33.08,0.0,33.08
39584,24517,129,1,71.89,7.19,64.7
39585,24518,288,1,60.64,6.06,54.58
39586,24518,19,1,5.99,0.6,5.39
39587,24519,258,1,10.66,0.0,10.66
39588,24520,443,2,9.92,1.98,17.86
39589,24520,194,1,72.96,7.3,65.66
39590,24521,51,1,98.24,0.0,98.24
39591,24522,311,1,38.95,3.9,35.05
39592,24523,259,1,47.23,0.0,47.23
39593,24523,67,1,28.15,0.0,28.15
39594,24524,66,1,34.31,0.0,34.31
39595,24525,232,1,48.52,0.0,48.52
39596,24526,306,1,5.99,0.0,5.99
39597,24527,409,1,6.18,0.0,6.18
39598,24528,101,1,104.61,0.0,104.61
39599,24528,103,2,6.09,0.0,12.18
39600,24528,38,1,55.24,0.0,55.24
39601,24529,217,2,30.87,0.0,61.74
39602,24529,124,1,36.78,0.0,36.78
39603,24530,426,1,48.35,0.0,48.35
39604,24530,383,1,50.19,0.0,50.19
39605,24531,97,1,40.26,0.0,40.26
39606,24532,188,1,35.02,0.0,35.02
39607,24532,37,1,65.63,0.0,65.63
39608,24533,70,1,18.23,0.0,18.23
39609,24534,54,1,33.44,0.0,33.44
39610,24534,122,1,134.69,0.0,134.69
39611,24535,436,1,33.15,3.31,29.84
39612,24535,497,2,5.99,1.2,10.78
39613,24536,288,1,60.64,0.0,60.64
39614,24536,113,1,24.44,0.0,24.44
39615,24537,194,1,72.96,0.0,72.96
39616,24538,80,1,16.84,1.68,15.16
39617,24538,100,2,22.53,4.51,40.55
39618,24538,358,1,20.71,2.07,18.64
39619,24539,403,1,27.42,2.74,24.68
39620,24539,189,2,14.0,2.8,25.2
39621,24540,496,1,7.78,0.0,7.78
39622,24540,95,1,42.49,0.0,42.49
39623,24541,128,2,18.81,0.0,37.62
39624,24542,64,1,33.42,0.0,33.42
39625,24542,190,1,18.15,0.0,18.15
39626,24543,499,1,95.58,0.0,95.58
39627,24544,325,1,16.65,0.0,16.65
39628,24544,42,1,59.86,0.0,59.86
39629,24544,47,1,21.22,0.0,21.22
39630,24545,405,1,26.68,0.0,26.68
39631,24545,397,1,24.8,0.0,24.8
39632,24546,355,1,39.7,3.97,35.73
39633,24546,458,1,44.39,4.44,39.95
39634,24547,178,1,48.57,0.0,48.57
39635,24548,51,1,98.24,0.0,98.24
39636,24548,375,1,88.33,0.0,88.33
39637,24549,373,1,38.26,0.0,38.26
39638,24550,144,1,19.01,1.9,17.11
39639,24550,23,1,7.48,0.75,6.73
39640,24551,287,1,24.54,2.45,22.09
39641,24552,355,1,39.7,0.0,39.7
39642,24552,143,1,35.42,0.0,35.42
39643,24553,443,1,9.92,0.99,8.93
39644,24553,289,1,44.84,4.48,40.36
39645,24554,275,1,43.91,4.39,39.52
39646,24555,342,1,22.98,2.3,20.68
39647,24555,77,1,77.28,7.73,69.55
39648,24556,229,1,5.99,0.0,5.99
39649,24557,67,1,28.15,0.0,28.15
39650,24558,23,1,7.48,0.0,7.48
39651,24558,85,2,79.84,0.0,159.68
39652,24559,476,1,12.4,0.0,12.4
39653,24560,429,1,75.5,0.0,75.5
39654,24561,369,2,26.54,0.0,53.08
39655,24561,434,1,57.87,0.0,57.87
39656,24562,347,1,47.66,4.77,42.89
39657,24562,293,1,8.81,0.88,7.93
39658,24563,118,2,144.01,28.8,259.22
39659,24564,81,1,13.92,1.39,12.53
39660,24565,193,1,20.13,0.0,20.13
39661,24566,419,1,33.22,3.32,29.9
39662,24566,363,1,34.8,3.48,31.32
39663,24567,450,1,13.21,0.0,13.21
39664,24567,153,1,34.83,0.0,34.83
39665,24567,306,1,5.99,0.0,5.99
39666,24568,84,1,92.75,9.28,83.47
39667,24568,288,2,60.64,12.13,109.15
39668,24569,381,1,54.12,5.41,48.71
39669,24569,352,2,27.57,5.51,49.63
39670,24570,463,1,54.94,5.49,49.45
39671,24571,406,1,136.6,0.0,136.6
39672,24572,126,2,421.19,0.0,842.38
39673,24572,14,1,41.37,0.0,41.37
39674,24572,418,1,30.84,0.0,30.84
39675,24573,326,1,21.54,0.0,21.54
39676,24574,139,1,56.44,0.0,56.44
39677,24574,36,1,15.85,0.0,15.85
39678,24575,101,2,104.61,20.92,188.3
39679,24575,332,1,36.15,3.62,32.53
39680,24575,331,2,28.13,5.63,50.63
39681,24576,283,1,54.99,0.0,54.99
39682,24577,187,1,11.92,1.19,10.73
39683,24578,175,2,76.67,15.33,138.01
39684,24578,12,1,51.37,5.14,46.23
39685,24578,300,1,43.46,4.35,39.11
39686,24579,305,1,24.74,0.0,24.74
39687,24580,160,1,39.66,0.0,39.66
39688,24581,36,1,15.85,0.0,15.85
39689,24582,12,1,51.37,5.14,46.23
39690,24583,286,1,56.6,0.0,56.6
39691,24584,180,1,45.23,4.52,40.71
39692,24585,270,1,66.45,6.65,59.8
39693,24586,132,2,68.5,13.7,123.3
39694,24587,181,1,35.95,0.0,35.95
39695,24588,460,1,11.51,0.0,11.51
39696,24588,460,1,11.51,0.0,11.51
39697,24589,358,1,20.71,0.0,20.71
39698,24589,203,1,20.96,0.0,20.96
39699,24590,374,1,19.59,1.96,17.63
39700,24590,349,1,31.13,3.11,28.02
